text,label
cancel alarms,cancel alarm
Should I expect rain?,find
How hot is it tomorrow outside in celcius,find
Set alarm for 8pm every Friday,set alarm
What's the weather like in Santa Monica today?,find
how many inches of snow will fall today?,find
Set an alarm for every 20 seconds,set alarm
Set my alarm for 5 am,set alarm
set alarm every 5 minutes for 15 minutes,set alarm
weather in Rochester,find
remind me to buy items tomorrow,set reminder
Wake me up in 12 hours,set alarm
hey whats the weather going to be for the next three days,find
Will it be a cold winter this year,find
Should I bring my umbrella ,find
How hot will it be today?,find
Set an alarm for 30 Minutes from now,set alarm
Set alarm to repeat every hour,set alarm
remind me tomorrow at 2 to call the school,set reminder
Will it rain in Paris next week? ,find
Is it warm enough for flip flops?,find
What is the weather forecast for coming week?,find
what will the high in Orlando be today,find
Create a weekday alarm,set alarm
Cancel next alarm,cancel alarm
What is the prediction of snow this winter,find
What is the temperature for the next five days?,find
turn off my alarms for the day,cancel alarm
Turn off my alarm,cancel alarm
set alarm to pick up mom at 6 pm,set alarm
i want to be reminded to finish reviewing candidates,set reminder
is it cloudy out,find
What is the temperature in Florida?,find
What's the expected highs and lows for today?,find
set alarm for 8 hours from now,set alarm
create a reminder on the 30th at 3pm to mail rent,set reminder
Set alarm at 10 pm tonight.,set alarm
Should I carry a jacket today?,find
Is today a jacket kind of day?,find
is it humid this week?,find
what is the low temperature going to be tonight,find
set the alarm for 2 pm,set alarm
set an alarm for 210,set alarm
SET THE ALARM FOR 8 MINUTES,set alarm
set an alarm for tonight,set alarm
Remind me to feed the cat at 7 am,set reminder
What does the weather look like for the next two weeks?,find
set all alarms I have listed on my phone,set alarm
Stop alarm,cancel alarm
Do I need an umbrella today ,find
is it windy?,find
how many minutes left on the alarm?,time left on alarm
Remind me to take out the garbage bins on Friday.,set reminder
Set alarm for 6 am tomorrow morning,set alarm
Is it above 90 degrees C at San Francisco today,find
How hot is it?,find
Is it going to be above 59 in degrees Celsius outside this weekend,find
Show all reminders,show reminders
Delete that reminder about picking my sister up tomorrow.,cancel reminder
WHAT IS THE RECORD HIGH FOR TODAY?,find
Is it supposed to be windy today?,find
"What is the weather in Melbourne, Australia currently?",find
Is it windy in Dubai?,find
My alarm now,show alarms
When is the next snow storm,find
Do I need my rain jacket today?,find
Snooze my alarm for 1 hour,snooze alarm
I need an alarm for tomorrow morning at 8,set alarm
temperature for tomorrow,find
Change one of my alarm times.,modify alarm
Set alarm for 6 am tomorrow.,set alarm
is the weather will be nice today,find
Create a weekend alarm,set alarm
please set the alarm for 10 more minutes,set alarm
Get my alarm,show alarms
Cancel all reminders for Thursday.,cancel reminder
Cancel get gas reminder please,cancel reminder
how much time is left on my alarm,time left on alarm
Did I set a reminder to go to the pharmacy?,show reminders
Remind me to order pizza.,set reminder
Do we have a flash flood warning for today?,find
will it snow tonight?,find
Set a reminder to go to business meeting at 1:00 PM tomorrow,set reminder
is is cold outside?,find
cancel my alarm for tomorrow,cancel alarm
Turn off my Saturday alarms.,cancel alarm
Should I wear a scarf?,find
Will it be sunny tomorrow?,find
What's the 5 day forecast?,find
Are tornadoes expected in the midwest this week?,find
Cancel all alarms,cancel alarm
Will it rain on my way to Saint Louis on Thursday?,find
Cancel my alarms hat is set for today at 10pm,cancel alarm
Set a reminder to call the doctor today,set reminder
How cold is it near Chicago tomorrow in F,find
Show reminders for today only,show reminders
turn off alarm,cancel alarm
Remind me to make coffee every night at 9pm,set reminder
Cancel my doctor's appointment reminder,cancel reminder
Is there a heat advisory going on for today?,find
Turn off all snooze alarms,cancel alarm
Set an alarm every minute for 20 minutes,set alarm
Delete all alarms.,cancel alarm
Remind me to pick up dry cleaning tonight,set reminder
should I bring my umbrella,find
Stop the alarm please.,cancel alarm
Temperature london next week c,find
i want to be reminded to feed all animals,set reminder
Is it around 72 in degree celsius karachi tonight,find
Do I have any alarms set today?,show alarms
Is there any snow coming today?,find
Set a reminder to buy ice cream for the party next Tuesday at 6,set reminder
how much is left on my alarms,time left on alarm
turn the alarm off,cancel alarm
"set an alarm for 5am named ""get up""",set alarm
What is the weather for tomorrow in New York?,find
Weather forecast for the next five days,find
what time is my first alarm,show alarms
please let me know if i should bring a jacket,find
Do I need to bring my rain coat with me today?,find
What alarm is set for tomorrow.,show alarms
Set alarm for 10 seconds,set alarm
Show me all alarms,show alarms
Cancel the reminder for feeding the cat today.,cancel reminder
Set my alarm for 7 AM,set alarm
"Is it raining in Burlington, VT?",find
what will the weather be like tomorrow?,find
I want to be reminded to file tax,set reminder
"Hourly forecast in Marquette, Michigan",find
Is it going to snow today?,find
Cancel my reminder for the car show,cancel reminder
Is it snowing in Park City Utah?,find
Wake me up at 10:00 AM,set alarm
Is it snowing anywhere today?,find
Cancel my last reminder.,cancel reminder
How cold is it in Washington State,find
can you give me the barometric pressure in durham right now,find
Turn off the alarm,cancel alarm
Reminder 30 minutes prior to meeting,set reminder
Is the high temperature above 70 today?,find
Cancel any alarms that I have set,cancel alarm
Cancel my alarms on Saturday,cancel alarm
Turn off all alarms for the next month,cancel alarm
delete all reminders,cancel reminder
Is it going to rain today?,find
set alarm for 2 am,set alarm
What is the weather in Tulsa tomorrow at 10 am?,find
Will it be raining at 2 pm today,find
current temperature,find
cancel the alarm tomorrow,cancel alarm
What is the weather for tomorrow?,find
cancel any alarm for sunday,cancel alarm
what is the high for tomorrow,find
Cancel alarms for tomorrow.,cancel alarm
Remind me to take the library books back today.,set reminder
How much hail fell tonight? ,find
Remind me to get a birthday present before John's birthday,set reminder
Set alarm every 20 minutes,set alarm
Cancel my reminder about going to the grocery store,cancel reminder
what is the weather in Aurora at 9 am,find
Set the alarm for 12 pm tonight.,set alarm
average snowfall in NY,find
Should I wear a poncho today?,find
Turn off alarm.,cancel alarm
set the alarm for tomorrow morning,set alarm
What's weather Lost Hills,find
Set a reminder for me about my doctor's appointment on Wednesday,set reminder
Do I have a reminder set for Camden's game on Saturday,show reminders
Is the weather too dangerous to drive in,find
set an alarm for 210,set alarm
Is my alarm set for tomorrow?,show alarms
do i need an umbrella,find
Remind me to pick up Raymond at 3pm,set reminder
Set alarm for 5am tomorrow,set alarm
Remind me to get propane for the grill tomorrow.,set reminder
what is the last reminder that i set for yesterday?,show reminders
what is the low temperature going to be in the morning,find
Cancel the alarm for 5am.,cancel alarm
Are there frost warnings?,find
what reminders are set,show reminders
What is the current humidity outside?,find
What's the high for today?,find
please set the alarm for 25 minutes from now,set alarm
cancel reminder to pick up contact lenses,cancel reminder
show my reminders for this week,show reminders
Is it above 10 in Celsius out there,find
when will it rain next?,find
What is the weather for today,find
Make an alarm go off in 20 minutes,set alarm
stop all alarms,cancel alarm
Remind me of work meeting tomorrow,set reminder
Set alarm for 4 am on Thursday?,set alarm
I need to know the weather for Seattle next week ,find
Set a reminder to clean the man cave at 5 pm,set reminder
What will the weather be like in Orlando on Wednesday,find
change wake up alarm to go off 40 minutes later,modify alarm
are there clear skies tonight,find
what is the week forecast for my area,find
remind about my fast/diet,set reminder
did the news say it was going to rain today,find
Cancel the reminder about buying cheese at the store.,cancel reminder
Set alarm for 6 pm this evening,set alarm
set alarm for 6 am tomorrow,set alarm
set an alarm every 5 minutes for fifteen minutes,set alarm
Remind me to schedule an appointment,set reminder
set an alarm for 3pm,set alarm
When is my next alarm set for?,show alarms
i want half moon bay's weather for the weekend,find
What is the chance of rain?,find
What is the UV index for today?,find
Is Saturday to be humid,find
Set an alarm for Noon every day this week.,set alarm
Will Saturday be over 100 degrees?,find
What is the weather in new Jersey at 5pm,find
what temperature is it going to be today?,find
Give me the hourly temperature for Valley Stream NY,find
Set alarm every minute for 10 minutes,set alarm
set an alarm for 830,set alarm
Add doctor appointment reminder for tomorrow at 2,set reminder
Remind me to call dentist tomorrow,set reminder
Cancel all my reminders for the day,cancel reminder
what is the temp in NYC today?,find
reset alarm for tomorrow,cancel alarm
cancel tuesday lunch reminder,cancel reminder
Create alarm for 10 minutes,set alarm
What is the temperature like today?,find
Is it above 48 degrees Celsius for Shanghai,find
What alarms are currently set?,show alarms
Remind me of my doctor appointment next week,set reminder
Local weather report.,find
